"","names","Joincount","Expected","Variance","z.value","p","transect"
"1878","yuc.sch:cyl.aca",0,0,0,NA,NA,5
"1879","yuc.sch:cyl.ech",0,0.49546279491833,0.185253418820002,-1.15113943620689,0.24967487623535,5
"1880","yuc.sch:cyl.ram",0,0.448275862068966,0.168175971979923,-1.09310877644091,0.27434604304325,5
"1881","yuc.sch:dense.u3",0,0.117967332123412,0.0452989798191344,-0.554265117306329,0.579397419419756,5
"1882","yuc.sch:ephedra",2.66666666666667,1.93466424682396,0.648901782134484,0.908705241881456,0.363505736479354,5
"1883","yuc.sch:eri.coo",0,0.0235934664246824,0.00911934711168835,-0.247064234206563,0.804858512782575,5
"1884","yuc.sch:eri.fas",0,0.0943738656987296,0.036298735003169,-0.495342965262457,0.620358047248047,5
"1885","yuc.sch:lar.tri",0.416666666666667,0.943738656987296,0.341548936801563,-0.901869019726285,0.367126450189557,5
"1886","yuc.sch:men.spi",0.333333333333333,0.424682395644283,0.159592585198988,-0.228663969734756,0.819130100829537,5
"1887","yuc.sch:noID",0.375,0.353901996370236,0.133663771412598,0.0577077985784077,0.953981381683331,5
"1888","yuc.sch:PG",0.416666666666667,0.117967332123412,0.0452989798191344,1.4034277008718,0.160489337441615,5
"1889","yuc.sch:sal.mex",0,0.0943738656987296,0.036298735003169,-0.495342965262457,0.620358047248047,5
"1890","yuc.sch:tha.mon",0.5,0.802177858439201,0.293353704822263,-0.557913474320316,0.576903470053335,5
"1891","yuc.sch:u2",0,0.0235934664246824,0.00911934711168835,-0.247064234206563,0.804858512782575,5
"1892","yuc.sch:u3",7.375,5.497277676951,1.32003366482357,1.63432666214213,0.102190278191663,5
"1893","Jtot",206.883333333333,214.615245009074,12.8399705580357,-2.1577686070439,0.0309458267937977,5
"1894","amb.dum:amb.dum",0,0.0108892921960073,0.00824517976138572,-0.119922200028227,0.904544778305055,5
"1895","amb.sal:amb.sal",3.5,2.50090744101633,1.6102075882634,0.787344485324161,0.431080235004368,5
"1896","cyl.aca:cyl.aca",0,0,0,NA,NA,5
"1897","cyl.ech:cyl.ech",0,0.381125226860254,0.273208685700893,-0.729155984924985,0.465906251789511,5
"1898","cyl.ram:cyl.ram",0,0.310344827586207,0.22392522528349,-0.655832601414407,0.511931837540225,5
"1899","dense.u3:dense.u3",0.5,0.0181488203266788,0.013698363859148,4.11697829750195,3.83872204809665e-05,5
"1900","ephedra:ephedra",7.91666666666667,6.02722323049002,3.50179187689267,1.00969156833997,0.312643083344427,5
"1901","eri.coo:eri.coo",0,0,0,NA,NA,5
"1902","eri.fas:eri.fas",0,0.0108892921960073,0.00824517976138572,-0.119922200028227,0.904544778305055,5
"1903","lar.tri:lar.tri",1.66666666666667,1.41560798548094,0.952766355159756,0.257206557547591,0.797019322074285,5
"1904","men.spi:men.spi",0.75,0.277676950998185,0.201006756731151,1.05349823226551,0.292112704039188,5
"1905","noID:noID",2.75,0.190562613430127,0.139293685098865,6.85770494494022,6.99755964798868e-12,5
"1906","PG:PG",0,0.0181488203266788,0.013698363859148,-0.155065095951109,0.876769998695525,5
"1907","sal.mex:sal.mex",0.666666666666667,0.0108892921960073,0.00824517976138572,7.22198137947768,5.12354900071334e-13,5
"1908","tha.mon:tha.mon",1,1.01814882032668,0.699194450373175,-0.0217044814729304,0.982683688917528,5
"1909","u2:u2",0,0,0,NA,NA,5
"1910","u3:u3",51.7916666666667,49.0526315789474,14.9338716231264,0.708779893156742,0.478461077155416,5
"1911","yuc.sch:yuc.sch",0,0.141560798548094,0.1041454680308,-0.438654729106163,0.66091173448297,5
"1912","amb.sal:amb.dum",0.75,0.38475499092559,0.267907566748343,0.70565398788341,0.480403341483885,5
"1913","cyl.aca:amb.dum",0,0,0,NA,NA,5
"1914","cyl.aca:amb.sal",0,0,0,NA,NA,5
"1915","cyl.ech:amb.dum",0,0.152450090744102,0.111975803691704,-0.455580989049837,0.648691316411138,5
"1916","cyl.ech:amb.sal",2.5,2.01996370235935,1.37180100483559,0.409853378300917,0.681913507078271,5
"1917","cyl.ech:cyl.aca",0,0,0,NA,NA,5
"1918","cyl.ram:amb.dum",0,0.137931034482759,0.101640760571972,-0.432641365189376,0.665275333275476,5
